"year","dataset_a","label_a","dataset_b","label_b","n_overlap","n_a","n_b","pct_of_a","pct_of_b"
"2013","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",2759,2759,2759,100,100
"2013","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2759,2759,8291,100,33.3
"2013","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","UHG","Mercury: Inorganic – Urine (all cycles)",2755,5932,2755,46.4,100
"2013","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2755,5932,2755,46.4,100
"2013","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2755,5932,2755,46.4,100
"2013","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","UHG","Mercury: Inorganic – Urine (all cycles)",2755,5932,2755,46.4,100
"2013","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2755,5932,2755,46.4,100
"2013","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2755,5932,2755,46.4,100
"2013","UHG","Mercury: Inorganic – Urine (all cycles)","UHG","Mercury: Inorganic – Urine (all cycles)",2755,2755,2755,100,100
"2013","UHG","Mercury: Inorganic – Urine (all cycles)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2755,2755,2755,100,100
"2013","UHG","Mercury: Inorganic – Urine (all cycles)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2755,2755,2755,100,100
"2013","UHG","Mercury: Inorganic – Urine (all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2755,2755,8291,100,33.2
"2013","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2755,2755,2755,100,100
"2013","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2755,2755,2755,100,100
"2013","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2755,2755,8291,100,33.2
"2013","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2755,2755,2755,100,100
"2013","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2755,2755,8291,100,33.2
"2013","PFAS","PFAS – Serum (2013-2017, renamed from PFC)","PFAS","PFAS – Serum (2013-2017, renamed from PFC)",2339,2339,2339,100,100
"2013","PFAS","PFAS – Serum (2013-2017, renamed from PFC)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2339,2339,2777,100,84.2
"2013","PFAS","PFAS – Serum (2013-2017, renamed from PFC)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2339,2339,8291,100,28.2
"2013","UHG","Mercury: Inorganic – Urine (all cycles)","VOCWB","VOCs – Blood (full panel, all cycles)",2324,2755,3489,84.4,66.6
"2013","UHG","Mercury: Inorganic – Urine (all cycles)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",2324,2755,3489,84.4,66.6
"2013","VOCWB","VOCs – Blood (full panel, all cycles)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2324,3489,2755,66.6,84.4
"2013","VOCWB","VOCs – Blood (full panel, all cycles)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2324,3489,2755,66.6,84.4
"2013","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2324,3489,2755,66.6,84.4
"2013","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2324,3489,2755,66.6,84.4
"2013","PFAS","PFAS – Serum (2013-2017, renamed from PFC)","SSPFAS","PFAS – Surplus Serum (2013, 2017)",1954,2339,1954,83.5,100
"2013","SSPFAS","PFAS – Surplus Serum (2013, 2017)","SSPFAS","PFAS – Surplus Serum (2013, 2017)",1954,1954,1954,100,100
"2013","SSPFAS","PFAS – Surplus Serum (2013, 2017)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",1954,1954,2777,100,70.4
"2013","SSPFAS","PFAS – Surplus Serum (2013, 2017)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",1954,1954,8291,100,23.6
"2013","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",1038,5932,2777,17.5,37.4
"2013","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",1038,5932,2777,17.5,37.4
"2013","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",1008,5932,2759,17,36.5
"2013","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",1008,5932,2759,17,36.5
"2013","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","PFAS","PFAS – Serum (2013-2017, renamed from PFC)",600,5932,2339,10.1,25.7
"2013","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PFAS","PFAS – Serum (2013-2017, renamed from PFC)",600,5932,2339,10.1,25.7
"2013","PFAS","PFAS – Serum (2013-2017, renamed from PFC)","VOCWB","VOCs – Blood (full panel, all cycles)",600,2339,3489,25.7,17.2
"2013","PFAS","PFAS – Serum (2013-2017, renamed from PFC)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",600,2339,3489,25.7,17.2
"2013","VOCWB","VOCs – Blood (full panel, all cycles)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",600,3489,2777,17.2,21.6
"2013","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",600,3489,2777,17.2,21.6
"2013","VOCWB","VOCs – Blood (full panel, all cycles)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",565,3489,2759,16.2,20.5
"2013","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",565,3489,2759,16.2,20.5
"2013","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","PFAS_CHILD","PFAS – Children 3-11 Years Subsample – Serum (2013 only)  [NEEDS_VALIDATION]",525,5932,525,8.9,100
"2013","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PFAS_CHILD","PFAS – Children 3-11 Years Subsample – Serum (2013 only)  [NEEDS_VALIDATION]",525,5932,525,8.9,100
"2013","PFAS_CHILD","PFAS – Children 3-11 Years Subsample – Serum (2013 only)  [NEEDS_VALIDATION]","PFAS_CHILD","PFAS – Children 3-11 Years Subsample – Serum (2013 only)  [NEEDS_VALIDATION]",525,525,525,100,100
"2013","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","SSPFAS","PFAS – Surplus Serum (2013, 2017)",511,5932,1954,8.6,26.2
"2013","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","SSPFAS","PFAS – Surplus Serum (2013, 2017)",511,5932,1954,8.6,26.2
"2013","SSPFAS","PFAS – Surplus Serum (2013, 2017)","VOCWB","VOCs – Blood (full panel, all cycles)",511,1954,3489,26.2,14.6
"2013","SSPFAS","PFAS – Surplus Serum (2013, 2017)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",511,1954,3489,26.2,14.6
"2013","PFAS_CHILD","PFAS – Children 3-11 Years Subsample – Serum (2013 only)  [NEEDS_VALIDATION]","ALB_CR","Albumin & Creatinine – Urine (all cycles)",376,525,8291,71.6,4.5
"2013","PFAS_CHILD","PFAS – Children 3-11 Years Subsample – Serum (2013 only)  [NEEDS_VALIDATION]","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",133,525,2759,25.3,4.8
"2013","UHG","Mercury: Inorganic – Urine (all cycles)","PFAS_CHILD","PFAS – Children 3-11 Years Subsample – Serum (2013 only)  [NEEDS_VALIDATION]",123,2755,525,4.5,23.4
"2013","PFAS_CHILD","PFAS – Children 3-11 Years Subsample – Serum (2013 only)  [NEEDS_VALIDATION]","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",123,525,2755,23.4,4.5
"2013","PFAS_CHILD","PFAS – Children 3-11 Years Subsample – Serum (2013 only)  [NEEDS_VALIDATION]","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",123,525,2755,23.4,4.5
"2013","PFAS_CHILD","PFAS – Children 3-11 Years Subsample – Serum (2013 only)  [NEEDS_VALIDATION]","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",120,525,2777,22.9,4.3
"2013","UHG","Mercury: Inorganic – Urine (all cycles)","PFAS","PFAS – Serum (2013-2017, renamed from PFC)",0,2755,2339,0,0
"2013","UHG","Mercury: Inorganic – Urine (all cycles)","SSPFAS","PFAS – Surplus Serum (2013, 2017)",0,2755,1954,0,0
"2013","UHG","Mercury: Inorganic – Urine (all cycles)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",0,2755,2777,0,0
"2013","UHG","Mercury: Inorganic – Urine (all cycles)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",0,2755,2759,0,0
"2013","PFAS","PFAS – Serum (2013-2017, renamed from PFC)","PFAS_CHILD","PFAS – Children 3-11 Years Subsample – Serum (2013 only)  [NEEDS_VALIDATION]",0,2339,525,0,0
"2013","PFAS","PFAS – Serum (2013-2017, renamed from PFC)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",0,2339,2755,0,0
"2013","PFAS","PFAS – Serum (2013-2017, renamed from PFC)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",0,2339,2759,0,0
"2013","PFAS","PFAS – Serum (2013-2017, renamed from PFC)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",0,2339,2755,0,0
"2013","SSPFAS","PFAS – Surplus Serum (2013, 2017)","PFAS_CHILD","PFAS – Children 3-11 Years Subsample – Serum (2013 only)  [NEEDS_VALIDATION]",0,1954,525,0,0
"2013","SSPFAS","PFAS – Surplus Serum (2013, 2017)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",0,1954,2755,0,0
"2013","SSPFAS","PFAS – Surplus Serum (2013, 2017)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",0,1954,2759,0,0
"2013","SSPFAS","PFAS – Surplus Serum (2013, 2017)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",0,1954,2755,0,0
"2013","PFAS_CHILD","PFAS – Children 3-11 Years Subsample – Serum (2013 only)  [NEEDS_VALIDATION]","VOCWB","VOCs – Blood (full panel, all cycles)",0,525,3489,0,0
"2013","PFAS_CHILD","PFAS – Children 3-11 Years Subsample – Serum (2013 only)  [NEEDS_VALIDATION]","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",0,525,3489,0,0
"2013","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",0,2777,2755,0,0
"2013","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",0,2777,2759,0,0
"2013","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",0,2777,2755,0,0
"2013","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",0,2755,2759,0,0
"2013","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",0,2759,2755,0,0
"2015","ALB_CR","Albumin & Creatinine – Urine (all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",8608,8608,8608,100,100
"2015","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)",5815,5815,5815,100,100
"2015","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)",5815,5815,5815,100,100
"2015","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)",5815,5815,5815,100,100
"2015","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",5258,5815,8608,90.4,61.1
"2015","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",5258,5815,8608,90.4,61.1
"2015","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","VOCWB","VOCs – Blood (full panel, all cycles)",3394,5815,3394,58.4,100
"2015","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3394,5815,3394,58.4,100
"2015","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","VOCWB","VOCs – Blood (full panel, all cycles)",3394,5815,3394,58.4,100
"2015","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3394,5815,3394,58.4,100
"2015","VOCWB","VOCs – Blood (full panel, all cycles)","VOCWB","VOCs – Blood (full panel, all cycles)",3394,3394,3394,100,100
"2015","VOCWB","VOCs – Blood (full panel, all cycles)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3394,3394,3394,100,100
"2015","VOCWB","VOCs – Blood (full panel, all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3394,3394,8608,100,39.4
"2015","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",3394,3394,3394,100,100
"2015","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3394,3394,8608,100,39.4
"2015","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","UHG","Mercury: Inorganic – Urine (all cycles)",3279,5815,3279,56.4,100
"2015","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",3279,5815,3279,56.4,100
"2015","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",3279,5815,3279,56.4,100
"2015","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","UHG","Mercury: Inorganic – Urine (all cycles)",3279,5815,3279,56.4,100
"2015","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",3279,5815,3279,56.4,100
"2015","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",3279,5815,3279,56.4,100
"2015","UHG","Mercury: Inorganic – Urine (all cycles)","UHG","Mercury: Inorganic – Urine (all cycles)",3279,3279,3279,100,100
"2015","UHG","Mercury: Inorganic – Urine (all cycles)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",3279,3279,3279,100,100
"2015","UHG","Mercury: Inorganic – Urine (all cycles)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",3279,3279,3279,100,100
"2015","UHG","Mercury: Inorganic – Urine (all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3279,3279,8608,100,38.1
"2015","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",3279,3279,3279,100,100
"2015","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",3279,3279,3279,100,100
"2015","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3279,3279,8608,100,38.1
"2015","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",3279,3279,3279,100,100
"2015","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3279,3279,8608,100,38.1
"2015","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",3205,3205,3205,100,100
"2015","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",3205,3205,3205,100,100
"2015","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",3205,3205,3205,100,100
"2015","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3205,3205,8608,100,37.2
"2015","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",3205,3205,3205,100,100
"2015","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",3205,3205,3205,100,100
"2015","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3205,3205,8608,100,37.2
"2015","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",3205,3205,3205,100,100
"2015","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",3205,3205,8608,100,37.2
"2015","SSUVCM","VOC Metabolites – Benzene & Methylating Agent Biomarkers – Surplus – Urine (2015 only)  [NEEDS_VALIDATION]","SSUVCM","VOC Metabolites – Benzene & Methylating Agent Biomarkers – Surplus – Urine (2015 only)  [NEEDS_VALIDATION]",2462,2462,2462,100,100
"2015","SSUVCM","VOC Metabolites – Benzene & Methylating Agent Biomarkers – Surplus – Urine (2015 only)  [NEEDS_VALIDATION]","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2462,2462,8608,100,28.6
"2015","UHG","Mercury: Inorganic – Urine (all cycles)","VOCWB","VOCs – Blood (full panel, all cycles)",2284,3279,3394,69.7,67.3
"2015","UHG","Mercury: Inorganic – Urine (all cycles)","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]",2284,3279,3394,69.7,67.3
"2015","VOCWB","VOCs – Blood (full panel, all cycles)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2284,3394,3279,67.3,69.7
"2015","VOCWB","VOCs – Blood (full panel, all cycles)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2284,3394,3279,67.3,69.7
"2015","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",2284,3394,3279,67.3,69.7
"2015","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",2284,3394,3279,67.3,69.7
"2015","PFAS","PFAS – Serum (2013-2017, renamed from PFC)","PFAS","PFAS – Serum (2013-2017, renamed from PFC)",2170,2170,2170,100,100
"2015","PFAS","PFAS – Serum (2013-2017, renamed from PFC)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",2170,2170,3205,100,67.7
"2015","PFAS","PFAS – Serum (2013-2017, renamed from PFC)","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",2170,2170,3205,100,67.7
"2015","PFAS","PFAS – Serum (2013-2017, renamed from PFC)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",2170,2170,3205,100,67.7
"2015","PFAS","PFAS – Serum (2013-2017, renamed from PFC)","ALB_CR","Albumin & Creatinine – Urine (all cycles)",2170,2170,8608,100,25.2
"2015","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","SSUVCM","VOC Metabolites – Benzene & Methylating Agent Biomarkers – Surplus – Urine (2015 only)  [NEEDS_VALIDATION]",2070,5815,2462,35.6,84.1
"2015","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","SSUVCM","VOC Metabolites – Benzene & Methylating Agent Biomarkers – Surplus – Urine (2015 only)  [NEEDS_VALIDATION]",2070,5815,2462,35.6,84.1
"2015","VOCWB","VOCs – Blood (full panel, all cycles)","SSUVCM","VOC Metabolites – Benzene & Methylating Agent Biomarkers – Surplus – Urine (2015 only)  [NEEDS_VALIDATION]",2070,3394,2462,61,84.1
"2015","VOC_TTHM","VOCs – Trihalomethanes/MTBE/Nitromethane – Blood  [NEEDS_VALIDATION for 2007]","SSUVCM","VOC Metabolites – Benzene & Methylating Agent Biomarkers – Surplus – Urine (2015 only)  [NEEDS_VALIDATION]",2070,3394,2462,61,84.1
"2015","UHG","Mercury: Inorganic – Urine (all cycles)","SSUVCM","VOC Metabolites – Benzene & Methylating Agent Biomarkers – Surplus – Urine (2015 only)  [NEEDS_VALIDATION]",1942,3279,2462,59.2,78.9
"2015","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","SSUVCM","VOC Metabolites – Benzene & Methylating Agent Biomarkers – Surplus – Urine (2015 only)  [NEEDS_VALIDATION]",1942,3279,2462,59.2,78.9
"2015","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)","SSUVCM","VOC Metabolites – Benzene & Methylating Agent Biomarkers – Surplus – Urine (2015 only)  [NEEDS_VALIDATION]",1942,3279,2462,59.2,78.9
"2015","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",1571,5815,3205,27,49
"2015","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",1571,5815,3205,27,49
"2015","PBCD_EXT","Cadmium, Lead, Hg, Selenium & Manganese – Blood (2011-2017)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",1571,5815,3205,27,49
"2015","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",1571,5815,3205,27,49
"2015","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",1571,5815,3205,27,49
"2015","IHGEM","Mercury: Inorganic, Ethyl & Methyl – Blood (2007-2017)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",1571,5815,3205,27,49
"2015","UHG","Mercury: Inorganic – Urine (all cycles)","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)",587,3279,3205,17.9,18.3
"2015","UHG","Mercury: Inorganic – Urine (all cycles)","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",587,3279,3205,17.9,18.3
"2015","UHG","Mercury: Inorganic – Urine (all cycles)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",587,3279,3205,17.9,18.3
"2015","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)",587,3205,3279,18.3,17.9
"2015","PHTHTE","Phthalates & Plasticizers Metabolites – Urine (all cycles)","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",587,3205,3279,18.3,17.9
"2015","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine",587,3279,3205,17.9,18.3
"2015","PERNT","Perchlorate, Nitrate & Thiocyanate – Urine (2005-2017)","UPHOPM","Pyrethroids, Herbicides & OP Metabolites – Urine (2011-2015, UPHOPM series)",587,3279,3205,17.9,18.3
"2015","OPD","Organophosphate Insecticides – Dialkyl Phosphate Metabolites – Urine","UVOC","VOC Metabolites – Urine (2011-2017; 2005-2009 not published per audit)",587,3205,3279,18.3,17.9
